sa2_name,lat,lon
Clayton (North) - Notting Hill,-37.9158025,145.1313859
Bendigo,-36.7590183,144.2826718
East Melbourne,-37.812498,144.9858851
Foster,-38.6509683,146.20186
Carrum - Patterson Lakes,-38.0716798,145.1484738
Kyneton,-37.247494,144.4552171
Girrawheen,-31.8418128,115.8402759
St Kilda - Central,-37.8508465,144.9803185
Northgate - Virginia,-27.3878824,153.0692555
Wacol,-27.589173,152.9243501
Helena Valley - Koongamia,-31.9204975,116.0385035
Main Beach,-27.9787768,153.4271228
Moonta,-34.0675469,137.5894365
Woodcroft,-35.1032023,138.5624215
West Wodonga,-36.101468,146.8275134
Doreen - North,-37.5963874,145.1428928
Coogee,-33.9217004,151.2557975
Camden - Ellis Lane,-34.016087,150.7198849
Colac,-38.3399766,143.5858537
Landsdale,-31.809048,115.8662569
Albion Park Rail,-34.5625775,150.7978168
Sunshine,-37.7893319,144.8342699
Craignish - Dundowran Beach,-25.2827859,152.7477328
Zillmere,-27.3587634,153.0376968
Sunshine West,-37.7983442,144.8110919
Aldgate - Stirling,-35.0089981,138.7248921
Willoughby,-33.8015995,151.1836478
Mayfield - Warabrook,-32.8983333,151.7344444
Karalee - Barellan Point,-27.55908,152.8252856
Tinana,-25.5448585,152.6594348
Upper Coomera (South) - Wongawallan,-27.8529809,153.2982761
Geraldton - North,-30.2824688,116.0974504
Bruce,-35.2453517,149.0916334
Cambridge Park,-33.7501365,150.7269025
St Kilda East,-37.8668218,145.0021657
Maroochy Hinterland,,
Birkdale,-27.4943324,153.2151619
Pyrmont,-33.8692145,151.1923633
South Bunbury - Bunbury,-33.3622175,115.6302422
Paynesville,-28.0583546,118.3361339
Stratton - Jane Brook,-31.8680117,116.0524145
Emu Park,-23.2493245,150.8129435
Unanderra - Mount Kembla,-34.4546772,150.8460733
Bli Bli,-26.610295,153.02183
Townsville - South,-19.260186,146.8305983
Longford,-41.5936936,147.1215353
Ferntree Gully (South) - Upper Ferntree Gully,-37.8815825,145.2951466
Narrabundah,-35.3356919,149.1492215
Hassall Grove - Plumpton,-33.7316667,150.8344444
Coburg - West,-37.7534207,144.9460571
Morwell,-38.2363218,146.3977575
Mosman - South,-33.8429708,151.2437273
Romsey,-37.3518801,144.7374475
Newport - Bilgola,-33.642654,151.3109247
Maylands,-31.9345383,115.8985445
Glass House Mountains,-26.9043015,152.9302177
Deer Park,-37.7686602,144.7713077
Woodridge,-31.3371056,115.5988756
Port Macquarie - South,-31.4460332,152.8945592
Moffat Beach - Battery Hill,-26.793456,153.1359714
Walkervale - Avenell Heights,-24.8820498,152.3596125
Leichhardt,-33.8819328,151.155867
Exmouth,-21.9324401,114.1258094
Tarneit - Central,-37.8369098,144.6929194
Wamberal - Forresters Beach,-33.430832,151.4474949
Ballarat,-37.5623013,143.8605645
College Grove - Carey Park,-33.3740061,115.6608494
Grafton Surrounds,,
Mount Isa,-20.7289898,139.4931522
Brookfield,-27.488929,152.907882
Ormeau (West) - Yatala,-27.774813,153.2520815
Warrnambool - South,-38.3953833,142.4710656
Rosehill - Harris Park,-33.8209038,151.0165104
Manly West,-27.4619537,153.1692817
East Bunbury - Glen Iris,-33.3385365,115.6582483
Geraldton - South,-30.6337611,116.1858313
Albury - North,-36.062814,146.931309
Lorne - Anglesea,-38.3595131,144.2955457
Middle Ridge,-27.608132,151.9663446
Nambucca Heads,-30.6449458,152.9924524
Hamilton (Qld),-27.4388665,153.0645188
Hornsby - East,-38.1276685,145.2969678
Manoora,-34.0005536,138.8174677
Hurstville - North,-33.972953,151.0964604
Malanda - Yungaburra,-17.2860638,145.6137472
Turner,-35.2688704,149.1245771
Bald Hills,-27.3107173,153.0124269
Dayboro,-27.1959179,152.8245404
Bathurst - East,-41.4336994,147.1334266
South Wentworthville,-33.82134,150.9687481
Bellingen,-30.3739913,152.71921
Murdoch - Kardinya,-32.0664255,115.8504737
Maiden Gully,-36.7558305,144.2075729
Riverside,-41.4153427,147.1028942
Geraldton - East,-28.77035,114.6147159
Flemington Racecourse,-37.7892513,144.9127713
Darwin City,-12.463508,130.8435555
Warragamba - Silverdale,-33.874656,150.618371
Wellington Point,-27.4840595,153.2407425
Jordan Springs - Llandilo,-33.7250215,150.7271271
Duncraig,-31.8314627,115.7788108
Tweed Heads South,-28.2003,153.5349368
Tapping - Ashby - Sinagra,-31.7182317,115.7939809
Wishart,-27.5514355,153.1031592
Mornington - East,-27.1218036,152.9870487
Normanhurst - Thornleigh - Westleigh,-33.7238649,151.0977351
Ararat,-37.2834165,142.9319447
Forestville - Killarney Heights,-33.7647173,151.20939
Chippendale,-33.8863291,151.1998211
Wendouree - Miners Rest,-37.5309865,143.8266778
Bonnyrigg Heights - Bonnyrigg,-33.8888805,150.872562
Rose Bay - Vaucluse - Watsons Bay,-33.8741644,151.265471
Kingston Beach - Blackmans Bay,-42.9806637,147.3242525
Chelmer - Graceville,-27.511992,152.9727635
Mortdale - Oatley,-33.9742698,151.0768645
Narre Warren North,-37.9813391,145.3129016
Hornsby - West,-33.747383,151.050106
Port Lincoln,-34.7211905,135.8592218
Winston Hills,-33.7761098,150.9816606
Fairfield - Dutton Park,-33.8674403,150.8893222
Greenslopes,-27.5088321,153.0529626
East Devonport,-41.1771167,146.3674132
Keilor,-37.7113545,144.8250696
Hendra,-27.4175215,153.0705448
Coburg North,-37.7272635,144.9678538
Clontarf,-27.9782975,151.223106
Mount Hutton - Windale,-32.9816667,151.6705556
Wynyard,-33.8659903,151.2058096
Hampton Park - West,-31.8914463,115.9214779
St Clair,-33.7983333,150.7844444
Nuriootpa,-34.4693354,138.9939006
North Adelaide,-34.9085015,138.5953502
Maroubra - South,-33.939706,151.238456
Camperdown - Darlington,-33.8892546,151.1909947
Elizabeth East,-34.7260216,138.6815148
Annandale (NSW),-33.8812281,151.1705459
Youngtown - Relbia,-41.4822455,147.1664955
Blue Haven - San Remo,-33.2108061,151.5041066
Mullaloo - Kallaroo,-31.790783,115.7330152
Safety Bay - Shoalwater,-32.2865857,115.7105305
Bendigo Surrounds - South,,
Hackham - Onkaparinga Hills,-35.1471432,138.5314176
Riverwood,-33.9472222,151.0530556
Southern Highlands,-34.4706676,150.4184048
Kiama Hinterland - Gerringong,,
St Albans - South,-37.7534166,144.81281
Claremont (Tas.),-42.7911145,147.2552523
Thornlie,-32.0473367,115.9523821
Triabunna - Bicheno,-42.504035,147.9139308
Bundall,-28.0112822,153.4080912
North Ipswich - Tivoli,-27.5911329,152.764516
Doolandella,-27.6170218,152.982537
Keysborough - North,-38.0053607,145.1674069
Blaxland - Warrimoo - Lapstone,-33.7460755,150.6092697
Blackburn South,-37.8388322,145.1487848
Belmont - Bennetts Green,-27.5147784,153.1268563
Dubbo - East,-32.2538253,148.6218976
Meridan Plains - Little Mountain (North),-26.7625195,153.0861881
Macquarie,-54.6318143,158.8617576
Mackay,-21.141956,149.1865149
Newtown (Qld),-27.5649412,151.9332863
Ferntree Gully - North,-37.874643,145.29849
Maryborough Surrounds - South,,
Wavell Heights,-27.3958794,153.048943
Cobram,-35.9197782,145.6484379
Kellyville Ridge - The Ponds,-33.7025,150.9186111
The Oaks - Oakdale,-34.0780834,150.5134573
Durack,-27.591662,152.985997
Moncrieff,-35.158821,149.1163057
Oonoonba,-19.296173,146.8204599
Mount Nasura - Mount Richon - Bedfordale,-32.1378332,116.0276574
West Hoxton - Middleton Grange,-33.9316667,150.8344444
Berserker,-23.364875,150.5279477
Menai - Lucas Heights - Woronora,-34.014811,151.0164823
Lavington,-36.0507987,146.9336621
Kingston (ACT),-35.3168673,149.149832
Mount Johns,-23.7231,133.903
Broken Hill,-31.965,141.4511111
Castlemaine Surrounds,,
Bellbowrie - Moggill,-27.5625634,152.8865497
Berriedale - Chigwell,-42.8037592,147.2523618
Prestons,-33.9409247,150.8748897
Berry - Kangaroo Valley,-34.7802973,150.6966853
Boondall,-27.3501466,153.065654
Kambah,-35.3862287,149.0579669
Parkes (ACT) - North,-35.2849202,149.0982434
Young,-34.3103512,148.2971801
Moyne - West,-38.1862038,142.3722076
Warwick Farm,-33.9133304,150.9351023
Waikiki,-32.3142076,115.7557333
Whyalla,-33.0382085,137.5843572
Reservoir - North West,-34.4577509,150.4297602
Sydenham,-33.9147428,151.1661069
Bethania - Waterford,-27.697166,153.1554915
Queanbeyan,-35.3524518,149.2337634
Woy Woy - Blackwall,-33.48638,151.324883
Jindalee - Mount Ommaney,-27.5431335,152.9400842
Larrakeyah,-12.4585069,130.8216982
Bolton Point - Teralba,-33.0025,151.615
Anna Bay,-32.7779061,152.0890203
Blacktown - South,-33.7926133,150.8659373
Bundoora - East,-37.677931,145.0694906
South Yarra - South,-37.8427951,144.9955526
Cessnock Surrounds,,
Kurrajong Heights - Ebenezer,-33.5236086,150.626953
Bright - Mount Beauty,-36.7285335,146.9607724
Cambridge,-31.9355532,115.7956337
Evans Head,-29.1174093,153.4312097
Clarinda - Oakleigh South,-37.9333369,145.0993198
Ultimo,-33.8794728,151.1984346
Acton,-35.2852323,149.1129681
Glenhaven,-33.7027383,151.0008049
Branyan - Kensington,-24.9200252,152.2841095
Ashfield - Kepnock,-33.8894781,151.1274125
Townsville City - North Ward,-19.2518805,146.8137246
South Yarra - West,-37.8377695,144.9918537
East Side,-23.6921,133.899
Mawson,-35.3633679,149.0988944
Durack - Marlow Lagoon,-27.591662,152.985997
Ravenswood,-20.2182355,146.9091053
Flinders,-20.862898,144.2526073
Proserpine,-20.4018085,148.5832137
East Fremantle,-32.035363,115.7687804
Parramatta - South,-33.8471082,151.0633848
Jandakot,-32.1023906,115.8723359
Kelmscott,-32.1131779,116.0132345
Yass,-34.8418629,148.9110055
Nambucca Heads Surrounds,,
Belmont - Gumdale,-27.4949659,153.1298188
Harrington Park,-34.0247325,150.7422344
Lake Munmorah - Mannering Park,-33.2145467,151.5697213
Lakemba,-33.9196311,151.0749236
Campbell,-35.2913397,149.158176
Deloraine,-41.5250938,146.65993
O`Connor (ACT),-35.2638477,149.1226146
Ballajura,-31.8494104,115.9221151
Tullamarine,-37.704658,144.8717732
Lenah Valley - Mount Stuart,-42.8658786,147.2949586
Beenleigh,-27.7159492,153.2022293
Hoppers Crossing - South,-37.8832314,144.7010882
Lalor - East,-37.675907,145.0350787
Bayview - Elanora Heights,-33.6576847,151.2866735
Kingsgrove (South) - Bardwell Park,-33.9371844,151.0996523
Seville Grove,-32.1360525,115.9915227
Telina - Toolooa,-23.8896695,151.2542308
Macgregor (Qld),-27.5623694,153.074311
Cranebrook - Castlereagh,-33.6906652,150.6654292
Flora Hill - Spring Gully,-36.7781198,144.2984448
Pioneer Valley,-21.1553628,148.7367712
West Arnhem,-12.4602634,133.3998552
Holland Park West,-27.52633,153.0631729
Rochedale South - Priestdale,-27.6009655,153.1283725
Lemon Tree Passage - Tanilba Bay,-32.7367173,152.0005617
Higgins,-35.2324074,149.0272318
Morphett Vale - East,-35.1213224,138.5310072
Tewantin,-26.3920057,153.0391832
Westcourt - Bungalow,-16.929713,145.7532664
Gracemere,-23.4576095,150.4534905
Cooloola,-26.0221207,153.0138634
North Toowoomba - Harlaxton,-27.5439816,151.9611155
Bexley - South,-33.960297,151.116944
Harvey,-33.15052,115.9169603
Surry Hills,-33.8845123,151.2100301
Red Hill (ACT),-35.3271319,149.1265347
Macnamara,-35.2186569,148.9764412
Silverwater - Newington,-33.8291562,151.0568648
Waverley - St Leonards,-41.4361218,147.1762169
Greenfields,-32.5234919,115.7622058
Nanango,-26.6764195,151.9851744
Bundoora - North,-37.6982468,145.0596757
Millbank - Avoca,-24.8741735,152.3200959
Sale,-38.1094463,147.0656717
Boulder,-30.774675,121.4883268
Singleton,-32.602355,151.1132887
Kurunjang - Toolern Vale,-37.6626777,144.5914403
Yangebup,-32.1220078,115.8187448
Margate - Snug,-43.0611072,147.2561185
Logan Central,-27.6412988,153.1072741
Springwood,-33.7017613,150.5655467
Kuraby,-27.6047543,153.0982186
Tingalpa,-27.473625,153.1250537
Norlane,-38.0918861,144.3536879
Springwood - Winmalee,-33.6957326,150.620106
Port Douglas,-16.4845983,145.4636294
Brinsmead,-16.8998615,145.7142103
Hawthorne,-27.4623063,153.0598051
Balmoral,-27.456752,153.0687076
Parklands - Camdale,-26.59861,152.96778
Narwee - Beverly Hills,-33.9455556,151.0694444
Innisfail,-17.5241605,146.0311385
Risdon Vale,-42.8127491,147.3524634
Glenorchy,-42.8339024,147.274444
Slade Point,-21.0803655,149.2125675
Cherrybrook,-33.7367091,151.0319686
Campbellfield - Coolaroo,-37.6641298,144.959583
Palm Island,-18.702764,146.564155
Monterey - Brighton-le-Sands - Kyeemagh,-33.9720137,151.1480392
Prospect Reservoir,-33.8212205,150.896228
Kelso,-33.4186157,149.605673
Emerald - Cockatoo,-23.5263118,148.1618622
St Helens - Scamander,-27.672343,151.4763711
Kyabram,-36.3131874,145.0480905
Altona Meadows,-37.8814419,144.7845482
Sippy Downs,-26.7257935,153.0783709
Toronto - Awaba,-33.0096507,151.5817317
Wyndham Vale - South,-37.9039538,144.624969
Ayr,-19.5758597,147.4044626
Rocklea - Acacia Ridge,-27.5482033,153.0115871
Barton,-35.3072631,149.1404986
Vermont South,-37.854386,145.1878065
Carnarvon,-24.883847,113.6570703
Brighton (Qld),-27.3058983,153.0508821
Waroona,-32.8492605,115.9082511
Southern Midlands,-42.4182,147.4602329
Haberfield - Summer Hill,-33.8794325,151.1391605
Lilyfield - Rozelle,-33.8683155,151.1759836
West Ulverstone,-41.1470375,146.1599884
Banora Point,-28.2220841,153.5370661
Stanthorpe,-28.6559947,151.9338265
Elimbah,-27.0113727,152.9438
Epping - East,-37.8741722,145.046213
Kalgoorlie,-30.7464139,121.473223
Woollahra,-33.8618335,151.2733318
Dianella - North,-34.0379385,151.1235873
Osborne Park Industrial,,
Elsey,-15.1196163,133.3878042
Christie Downs,-35.1272875,138.4969434
Alexander Heights - Koondoola,-31.835083,115.8766877
Slacks Creek,-27.638501,153.1287129
Inverell,-29.4367981,151.1770693
Warnbro,-32.3265299,115.767922
Bunyip - Garfield,-38.0989509,145.7207056
Redwood Park,-34.8115495,138.7069525
Elanora,-28.126998,153.4591428
Pakenham - South West,-38.0806283,145.4863217
Greenwood - Warwick,-27.337627,151.7410835
Wamuran,-27.0392726,152.8607233
Dandenong - South,-38.0279936,145.2209236
Casino,-28.8631616,153.048155
Brighton - Pontville,-42.6771871,147.2729088
Plenty - Yarrambat,-37.6529037,145.1051147
Mill Park - North,-33.782599,151.2795585
Parkville,-37.7871148,144.9515533
Belrose,-33.730009,151.2191438
Broulee - Tomakin,-35.8483333,150.1677778
St Johns Park - Wakeley,-33.8816667,150.9011111
Kangaroo Island,-35.8182635,137.1566125
Penshurst,-33.9648292,151.0849525
Mount Morgan,-23.640206,150.4012747
Wright,-35.3192644,149.0336167
Hoxton Park - Carnes Hill - Horningsea Park,-33.9294022,150.8560164
Wallaroo,-33.9308118,137.6272608
Roleystone,-32.1123763,116.0688121
Narre Warren South - West,-38.05439,145.3028513
Yarra Valley,-37.7549851,145.522537
Nhulunbuy,-12.1804346,136.7759913
Mount Nelson - Dynnyrne,-42.924716,147.3263248
Heatley,-19.292374,146.7545179
Joondalup - Edgewater,-31.7485652,115.7866666
Ulladulla Surrounds,,
Moranbah,-22.0030414,148.0432658
Aitkenvale,-19.298758,146.7694149
Newcomb - Moolap,-38.163745,144.4037863
Darlinghurst,-33.8783381,151.219225
Geraldton,-28.77035,114.6147159
Dungog,-32.3472009,151.6262439
Quoiba - Spreyton,-41.2076394,146.347744
Watsonia,-37.7109468,145.0837808
Withers - Usher,-33.366666,115.6300131
Donnybrook - Balingup,-33.7022605,115.9973697
Deagon,-27.3278415,153.0589292
Nairne,-35.0364036,138.9095876
Buninyong,-37.6502361,143.8839811
Leongatha,-38.4761569,145.9458605
Keperra,-27.4093318,152.9588404
Yarrabah,-17.0172815,145.8746489
Korumburra,-38.4321809,145.8236012
Bridgetown - Boyup Brook,-33.8731707,116.2595734
Grange,-27.421631,153.015825
Wambo,-32.599373,150.9178859
Paddington - Moore Park,-33.8841572,151.2272766
Maroubra - North,-33.9453441,151.2456824
North Mackay,-21.121369,149.1828798
Double Bay - Darling Point,-33.8766373,151.24245
Old Beach - Otago,-42.7769541,147.2715943
Geilston Bay - Risdon,-42.8367492,147.3595087
Blayney,-33.6166368,149.1640565
Mount Hawthorn - Leederville,-31.9216585,115.8328474
Austins Ferry - Granton,-42.7736101,147.2486399
Granville,-33.8345097,151.0060111
Mount Annan,-34.0628307,150.7576322
Macquarie Fields,-33.9904477,150.8849303
Mooroopna,-36.3944882,145.360182
Avoca Beach - Copacabana,-33.465,151.4344444
Portland,-38.3456231,141.6042304
Wagga Wagga - West,-28.3354867,116.9388705
Maitland - North,-32.885919,151.7381138
Cranbourne North - West,-38.0775184,145.2989039
Narooma - Bermagui,-36.2190152,150.1317243
Perth - Evandale,-31.9558967,115.8605784
Denmark,-34.936027,117.1316106
South Hobart - Fern Tree,-42.8960515,147.3092219
Muswellbrook,-32.4881159,150.516408
Lismore,-28.8077608,153.2791883
Mount Evelyn,-37.7873186,145.3883037
Guanaba - Springbrook,-27.9377318,153.2403261
Sussex Inlet - Berrara,-35.127663,150.518613
Ardeer - Albion,-37.7840764,144.8153765
Caroline Springs,-37.7340623,144.7370017
Toukley - Norah Head,-33.2711177,151.5626815
Happy Valley,-35.0765679,138.5757472
Driver,-12.4846409,130.9737039
Point Cook - North East,-37.9064862,144.7533059
Skye - Sandhurst,-34.9244298,138.692899
Gladstone,-23.8431724,151.256132
Rockhampton City,-23.3792268,150.5102964
Calista,-32.2471289,115.8074271
Earlville - Bayview Heights,-16.9462685,145.7270251
Esperance,-33.858228,121.8931606
Diddillibah - Rosemount,-26.64833,153.02611
Numurkah,-36.0930602,145.4416699
Albany Surrounds,,
Kirwan - East,-30.5874592,117.2207548
Red Hill (Qld),-27.4541897,153.006793
Penguin - Sulphur Creek,-41.1151037,146.0724803
Newmarket,-27.4365249,153.0069328
Wangi Wangi - Rathmines,-33.035617,151.5641321
Geeveston - Dover,-43.1637889,146.9275129
Mountain Creek,-26.6998495,153.1013488
Gunnedah,-31.0237593,150.2036527
Reid,-35.2825977,149.1412207
Wentworth - Buronga,-34.171246,142.182381
Parkwood,-32.0477841,115.9149833
Glenlee - Rockyview,-23.2884375,150.4705806
South Arm,-43.0310543,147.4179397
Cornubia - Carbrook,-27.6499445,153.233101
Fig Tree Pocket,-27.5292959,152.9620949
Prospect Vale - Blackstone,-41.4739186,147.0994844
Newtown (NSW),-33.8944969,151.1774489
East Pilbara,-21.6116528,124.0614127
Craigieburn - North,-37.5748787,144.920198
South Mackay,-21.1648165,149.1776486
Sarina,-21.435808,149.1645943
Leinster - Leonora,-27.9169614,120.6992407
Banksmeadow,-33.9542459,151.2157073
Gin Gin,-24.9928306,151.9572254
Cranbrook,-34.336207,117.3432544
Mundaring,-31.883877,116.1940677
Bexley - North,-33.9425365,151.1152081
Maryborough (Vic.),-37.0459866,143.7396272
Franklin,-43.0880189,147.0110052
Light,-34.4100885,138.8321181
Chermside West,-27.3793434,153.0186899
Chullora,-33.8925,151.0477778
Bruthen - Omeo,-37.7083455,147.8535571
Narrabeen - Wheeler Heights,-33.7135699,151.2978164
Berala,-33.8753943,151.0343253
Woodend,-37.3536857,144.5341381
Budgewoi - Buff Point - Halekulani,-33.2378117,151.5646664
Ashmore,-27.9909266,153.3770522
Bonner,-35.1559621,149.1429557
Chapel Hill,-27.4994565,152.9497599
Pinjarra Hills - Pullenvale,-27.538146,152.9114761
Romaine - Havenview,-41.0854144,145.9011717
Padbury,-31.8086572,115.7728199
Page,-35.2385472,149.0499405
Cromer,-33.7385227,151.2762995
Ludmilla - The Narrows,-12.4294905,130.8569966
Gilmore,-35.4150113,149.1382782
Harrison,-35.1990601,149.1561261
Stuart Park,-12.448611,130.841667
Hackham West - Huntfield Heights,-35.1419186,138.5158128
Chapman,-35.3562094,149.0374543
Latrobe,-41.2347941,146.4100177
Orange Surrounds,,
Hawthorn - North,-37.8743814,145.0245115
Churchill - Yamanto,-27.6552091,152.748126
Kings Meadows - Punchbowl,-41.4612848,147.1640594
Kilkivan,-26.080292,152.2473652
Legana,-41.3637155,147.0450377
Derby - West Kimberley,-17.5772175,124.5639656
Ooralea - Bakers Creek,-21.1815265,149.1434876
Roebuck,-18.057996,122.6478135
Kanimbla - Mooroobool,-16.920121,145.7225399
Molendinar,-27.9745778,153.3754344
Windang - Primbee,-34.5064219,150.8755755
Hamilton (Vic.),-37.7445307,142.0259368
Rangeville,-27.584957,151.97843
Croydon South,-37.8155329,145.2780722
Murwillumbah Surrounds,,
Lismore Surrounds,,
Sandy Bay,-42.897129,147.3273528
Huonville - Franklin,-43.0292365,147.0502785
Holt,-35.2243961,149.0119295
Forrest,-30.8481034,128.1090137
Port Kembla - Warrawong,-34.486554,150.889386
Ulverstone,-41.1571818,146.1705057
Forster-Tuncurry Surrounds,,
Macksville - Scotts Head,-30.7448417,152.997419
Park Avenue,-23.3572895,150.5100001
Giralang,-35.2109388,149.0959916
West Gladstone,-23.858253,151.2481465
Weston,-35.3324882,149.0587356
Charles Darwin,-12.451163,130.8733655
Edensor Park,-33.8802849,150.8762602
Kowanyama - Pormpuraaw,-15.2749595,141.8179361
Green Valley,-33.9024601,150.8674187
Bega-Eden Hinterland,,
Yorke Peninsula - North,-34.44304,137.6987969
Currumbin Waters,-28.157286,153.4610664
Jacobs Well - Alberton,-27.7211416,153.2705616
Kadina,-33.9647842,137.7158969
Kingsgrove - North,-33.9338831,151.0976108
Macarthur,-34.0719861,150.7971899
Queanbeyan - East,-35.3455488,149.2465067
Oxley (ACT),-35.4094421,149.0786481
Balmain,-33.8583992,151.1807353
Noranda,-31.8745262,115.9177788
Churchill,-38.3125931,146.4198156
Robertson,-27.5647285,153.0576815
Lindisfarne - Rose Bay,-42.8518445,147.3624927
Randwick - North,-33.9060401,151.2533649
Riddells Creek,-37.4587733,144.6776503
Ringwood North,-37.7950927,145.2331186
Roxburgh Park - North,-37.6381563,144.9353302
Garbutt - West End,-19.2560821,146.7849976
Glendenning - Dean Park,-33.7483333,150.8511111
Collie,-33.2659305,116.1708899
Campsie - North,-33.9100255,151.1031485
Ashfield - North,-33.8868724,151.1256478
Seymour,-37.0241543,145.1362432
Beacon Hill - Narraweena,-33.7448636,151.2648919
Craigieburn - Central,-37.5930944,144.9136344
Kambalda - Coolgardie - Norseman,-31.1828657,121.6214679
Brookfield - Kenmore Hills,-27.5060139,152.9328605
Glenwood,-25.9331855,152.6366992
Yarriambiack,-36.0284095,142.3884677
Cooloongup,-32.2966958,115.7685636
Heathridge - Connolly,-31.7585,115.7606
Moruya - Tuross Head,-35.9098127,150.0820002
Mount Sheridan,-16.9873102,145.7366326
Hadspen - Carrick,-41.5053768,147.065562
George Town,-41.1050157,146.8238459
Narara,-33.3955556,151.3355556
Lyons (ACT),-35.3405584,149.0739377
Stanthorpe Surrounds,,
Gray,-12.4918456,130.9791964
Buffalo Creek,-12.3453,130.9177
Smithfield Industrial,,
Yennora Industrial,,
Heathcote - Waterfall,-34.0798618,151.0041513
Pacific Pines - Gaven,-27.9382489,153.3092643
Wakefield - Barunga West,-34.0202248,138.3626706
Gladstone Hinterland,,
Merrimac,-28.0514674,153.3739972
Helensburgh,-34.1908519,150.9822187
Pearcedale - Tooradin,-38.2035557,145.2310042
Taylors Hill,-37.7152241,144.7533127
Derrimut,-37.7987978,144.776051
Charters Towers,-20.0714089,146.2709824
Yorkeys Knob - Machans Beach,-16.823132,145.7196317
Terranora - North Tumbulgum,-28.2705901,153.4668072
Gulf,-32.84586,137.85914
Kyogle,-28.6462917,152.7444244
Noble Park North,-37.9512702,145.1908377
Duntroon,-35.297689,149.1664644
Macgregor (ACT),-35.2097738,149.0110215
Serpentine - Jarrahdale,-32.3274475,116.0466849
Norman Park,-27.480455,153.0641069
Acton - Upper Burnie,-35.2852323,149.1129681
Somerset,-27.011805,152.4471769
Tea Gardens - Hawks Nest,-32.6692379,152.168256
Victoria River,-16.0068197,131.0714359
Florey,-35.2257904,149.0501748
Beauty Point - Beaconsfield,-41.1567189,146.8204306
Port Kembla Industrial,,
Illawarra Catchment Reserve,,
Leeming,-32.0757784,115.8672721
Yarralumla,-35.3040411,149.0986347
Eastlakes,-33.9310733,151.2113667
Newman,-23.357394,119.7331631
Marrickville - South,-33.9071211,151.1716876
Karnup,-32.4163785,115.796252
Summerhill - Prospect,-41.465757,147.1257103
Bellerive - Rosny,-42.8642594,147.3697401
Ipswich - Central,-27.6754675,152.9018479
Mansfield (Qld),-27.530659,153.1022213
Lakes Creek,-23.3736985,150.5726466
Mount Barker Surrounds,,
Svensson Heights - Norville,-24.8823465,152.3404232
Coombabah,-27.9058415,153.3722586
Carlton North - Princes Hill,-37.7791754,144.9616895
Mundingburra,-19.2977765,146.786092
Kirwan - West,-30.6100285,117.0918584
Douglas,-16.3093589,145.3485275
Lysterfield,-37.9348771,145.3017588
South Townsville - Railway Estate,-19.260186,146.8305983
Roxburgh Park (South) - Somerton,-37.6381563,144.9353302
Centennial Park,-33.8977778,151.2338889
Gidgegannup,-31.7932274,116.1960296
Halls Creek,-18.2317315,127.6687281
Camira - Gailes,-27.6111308,152.9156891
Kings Park (WA),-31.962203,115.8326007
Bundoora - West,-37.680699,145.0689932
Bruny Island - Kettering,-43.1275718,147.2563778
Daisy Hill,-27.643611,153.1538113
Whitfield - Edge Hill,-16.8865277,145.7353566
West Mackay,-21.1507083,149.1630373
Garran,-35.3413973,149.1085392
Barossa - Angaston,-34.5011477,139.0474115
Windsor - Bligh Park,-33.6406535,150.8134772
Glenmore Park - Regentville,-33.7758436,150.6629574
Casey,-35.1670015,149.0947152
Blue Mountains - North,-33.6976362,150.3177145
Canberra Airport,-35.304391,149.1936903
Bendigo Surrounds - North,,
